x3,"[[231, 1]]"
exactli,"[[136, 1], [137, 1]]"
10,"[[180, 1], [199, 2]]"
kind,"[[83, 1], [239, 1]]"
posit,"[[236, 1], [241, 1], [242, 1]]"
randomli,"[[129, 1]]"
comput,"[[191, 1]]"
say,"[[146, 1]]"
manner,"[[66, 1]]"
need,"[[117, 1], [173, 1]]"
seen,"[[150, 1]]"
seem,"[[224, 1]]"
saw,"[[97, 1], [152, 1]]"
imagin,"[[102, 1], [135, 1], [140, 1], [199, 1]]"
note,"[[50, 1]]"
also,"[[33, 1], [97, 1], [111, 1], [200, 1], [207, 1], [210, 1], [216, 1], [219, 1]]"
take,"[[69, 1], [104, 2]]"
singl,"[[23, 1], [61, 1]]"
sure,"[[141, 1]]"
distribut,"[[71, 1], [75, 1], [87, 1], [93, 1], [98, 1], [109, 1], [129, 1], [219, 1], [220, 1], [221, 1]]"
though,"[[66, 1], [95, 1]]"
previou,"[[114, 1], [115, 1], [241, 1]]"
compress,"[[33, 1], [68, 1], [69, 1], [70, 1], [76, 1], [79, 1], [110, 1], [223, 1], [229, 1], [239, 1]]"
whi,"[[86, 1]]"
flow,"[[167, 1], [183, 1], [184, 1], [190, 1], [195, 1]]"
left,"[[25, 1], [203, 1]]"
slope,"[[87, 1]]"
lexicon,"[[26, 2], [27, 1]]"
show,"[[172, 1]]"
fine,"[[216, 1]]"
access,"[[117, 1]]"
We,"[[38, 1], [49, 1], [60, 1], [95, 1], [124, 1], [196, 1], [232, 1]]"
x1,"[[231, 1], [232, 1]]"
locat,"[[16, 1]]"
8,"[[146, 1]]"
local,"[[15, 1], [18, 1]]"
hit,"[[150, 1], [207, 1]]"
get,"[[61, 1]]"
stop,"[[145, 1]]"
secondari,"[[236, 1]]"
cannot,"[[12, 1], [66, 1]]"
longest,"[[103, 1]]"
2,"[[133, 1], [171, 1], [179, 1], [180, 1], [185, 1], [190, 1], [192, 2], [194, 1], [198, 1]]"
common,"[[14, 1]]"
x,"[[132, 1], [159, 1], [160, 1], [162, 1], [165, 1], [166, 2], [167, 1], [171, 2], [174, 1], [176, 1], [182, 1], [183, 1], [184, 1], [190, 1], [195, 1]]"
set,"[[16, 1]]"
see,"[[25, 1], [52, 1], [63, 1], [81, 1], [88, 1], [94, 1], [95, 1], [106, 1], [139, 1], [140, 1], [142, 1], [148, 2], [149, 1], [154, 1], [214, 1], [237, 1]]"
result,"[[44, 1]]"
best,"[[221, 1]]"
01,"[[188, 1], [199, 1]]"
boundari,"[[148, 1]]"
tend,"[[34, 1], [84, 1], [94, 1]]"
favor,"[[218, 2]]"
3,"[[21, 1], [133, 1], [177, 1], [185, 1], [187, 1], [189, 1]]"
approach,"[[13, 1], [36, 1]]"
C,"[[74, 1]]"
key,"[[50, 1]]"
solv,"[[13, 1]]"
equal,"[[128, 1]]"
etc,"[[134, 1], [231, 1]]"
mani,"[[13, 1], [88, 1], [94, 1], [102, 1], [122, 1], [126, 1], [135, 1], [136, 1], [145, 1], [150, 1], [174, 1], [208, 1]]"
load,"[[12, 1], [66, 1]]"
tone,"[[79, 1], [81, 1]]"
point,"[[46, 1]]"
quit,"[[14, 1]]"
skew,"[[71, 1], [75, 1], [98, 1], [109, 1]]"
much,"[[160, 1]]"
interest,"[[30, 1]]"
basic,"[[16, 1], [59, 1], [65, 1], [124, 1], [164, 1], [166, 1], [167, 1], [210, 1]]"
gap,"[[100, 1], [104, 1], [105, 1], [108, 1], [229, 1]]"
understand,"[[175, 1]]"
togeth,"[[51, 1], [53, 1]]"
lectur,"[[2, 1], [4, 1]]"
present,"[[30, 1]]"
case,"[[43, 1], [52, 1], [79, 1], [131, 1], [148, 1], [189, 1]]"
look,"[[80, 1], [119, 2], [127, 1]]"
properti,"[[129, 1]]"
batch,"[[56, 1]]"
trick,"[[100, 1], [121, 1]]"
occas,"[[140, 1], [154, 1], [214, 1]]"
glanc,"[[124, 1]]"
advantag,"[[237, 1]]"
applic,"[[11, 1]]"
uncov,"[[111, 1]]"
id,"[[27, 1], [31, 1], [40, 1], [43, 1], [44, 1], [49, 1], [50, 1], [52, 1], [62, 1], [97, 1], [101, 1], [103, 1], [104, 1], [112, 1], [118, 1], [119, 1], [229, 1], [238, 1]]"
par,"[[39, 1]]"
make,"[[56, 1]]"
binari,"[[123, 1], [128, 1], [163, 1], [164, 1], [204, 1]]"
decod,"[[143, 1], [205, 1], [208, 1], [209, 1], [227, 1], [228, 1], [230, 1], [232, 1], [233, 1], [235, 1], [240, 1]]"
eventu,"[[22, 1], [61, 1]]"
higher,"[[176, 1]]"
finish,"[[151, 1]]"
Do,"[[22, 1]]"
I,"[[162, 1], [226, 1], [228, 1], [231, 1]]"
wherea,"[[107, 1], [134, 1]]"
000,"[[140, 2]]"
temporari,"[[20, 1], [54, 1], [58, 1]]"
ID,"[[26, 1], [64, 1], [114, 2], [115, 1], [116, 1], [232, 1], [234, 1], [236, 1], [241, 1], [242, 1]]"
lower,"[[160, 1]]"
appropri,"[[219, 1]]"
center,"[[201, 1]]"
older,"[[63, 1]]"
firstli,"[[227, 1]]"
entri,"[[51, 1], [62, 1], [63, 1]]"
well,"[[37, 1], [70, 1], [77, 1], [87, 1], [98, 1], [100, 1], [137, 1], [141, 1], [156, 1], [168, 1], [206, 1], [224, 1], [230, 1]]"
It,"[[8, 1], [200, 1], [215, 1], [216, 1]]"
exampl,"[[32, 1], [133, 1], [177, 2]]"
thi,"[[2, 1], [92, 1], [111, 1]]"
In,"[[4, 1], [5, 1], [52, 1], [131, 1], [148, 1], [153, 1], [183, 1]]"
reward,"[[153, 1]]"
If,"[[93, 1]]"
unari,"[[125, 1], [130, 1], [148, 1], [152, 1], [157, 1], [161, 1], [162, 1], [167, 1], [178, 1], [180, 1], [182, 1], [189, 1], [190, 1], [202, 1], [206, 1], [207, 1], [211, 1], [216, 1], [228, 1]]"
cour,"[[92, 1], [217, 1]]"
less,"[[155, 1], [212, 1]]"
obtain,"[[232, 1]]"
languag,"[[123, 1]]"
easi,"[[6, 1], [8, 1], [33, 1], [148, 1], [172, 1], [175, 1]]"
except,"[[210, 1]]"
littl,"[[69, 1]]"
add,"[[115, 1], [168, 1], [235, 1]]"
4,"[[134, 1]]"
save,"[[93, 1], [95, 1]]"
match,"[[53, 1], [64, 1], [102, 1], [119, 1]]"
On,"[[25, 1]]"
around,"[[35, 1]]"
read,"[[208, 1]]"
big,"[[154, 1], [216, 1]]"
know,"[[184, 1]]"
bit,"[[69, 1], [77, 1], [78, 1], [89, 1], [91, 1], [96, 1], [132, 1], [135, 1], [136, 1], [137, 1], [138, 1], [140, 1], [145, 1], [146, 2], [174, 2], [194, 1], [198, 1], [201, 1], [208, 1]]"
loss,"[[216, 1]]"
like,"[[74, 1], [80, 1], [135, 1], [136, 1], [139, 1], [140, 1]]"
signal,"[[149, 1]]"
integ,"[[28, 1], [29, 1], [30, 1], [31, 1], [32, 1], [34, 1], [90, 1], [91, 1], [131, 1], [213, 1], [218, 1], [227, 1], [238, 1]]"
collect,"[[15, 1], [17, 1]]"
manag,"[[74, 1]]"
encount,"[[42, 1]]"
right,"[[26, 1], [204, 1]]"
often,"[[31, 1], [142, 1]]"
deal,"[[10, 1], [99, 1]]"
back,"[[29, 1]]"
110,"[[188, 1], [190, 1], [196, 1]]"
id1,"[[232, 1], [235, 1]]"
larg,"[[11, 1], [67, 1], [85, 1], [95, 1], [108, 2], [135, 1], [139, 1], [142, 1], [176, 1], [214, 1]]"
plu,"[[159, 1], [183, 1]]"
run,"[[22, 2], [46, 1]]"
uncompress,"[[112, 1], [225, 1]]"
step,"[[14, 1], [21, 1]]"
post,"[[8, 1], [81, 1], [97, 1]]"
stage,"[[40, 1], [59, 1]]"
actual,"[[6, 1], [121, 1], [170, 1], [182, 1], [184, 1], [221, 1], [234, 1]]"
unfortun,"[[11, 1]]"
invert,"[[2, 1], [5, 1], [6, 1], [18, 1], [23, 1], [61, 1], [65, 1], [69, 1], [80, 1], [223, 1], [225, 1]]"
gamma,"[[125, 1], [156, 1], [200, 1], [209, 1], [210, 1], [211, 1], [212, 1], [216, 1], [224, 1], [228, 1]]"
pairwi,"[[22, 1]]"
encod,"[[72, 1], [73, 1], [77, 1], [122, 1], [132, 1], [133, 1], [134, 1], [144, 1], [149, 1], [177, 1], [180, 1], [186, 1], [188, 1], [227, 1], [231, 1]]"
dataset,"[[6, 1], [11, 1], [222, 1]]"
leverag,"[[71, 1], [75, 1]]"
log,"[[159, 1], [162, 1], [166, 1], [167, 1], [171, 1], [174, 1], [176, 1], [182, 1], [183, 1], [184, 1], [190, 1], [195, 1]]"
pictur,"[[80, 1]]"
transform,"[[158, 1]]"
start,"[[146, 1], [151, 1]]"
reli,"[[147, 1]]"
lot,"[[58, 1], [81, 1], [88, 1], [96, 1], [106, 1]]"
form,"[[158, 1], [200, 1]]"
tupl,"[[15, 1]]"
idea,"[[70, 1]]"
delta,"[[125, 1], [210, 1], [215, 1]]"
true,"[[200, 1]]"
count,"[[17, 1], [39, 1], [145, 1], [150, 1]]"
possibl,"[[111, 1], [117, 1], [125, 1], [126, 1]]"
default,"[[73, 1]]"
us,"[[93, 1], [110, 1], [239, 1]]"
problem,"[[9, 1], [13, 1]]"
documentid,"[[15, 1]]"
creat,"[[109, 1]]"
repres,"[[27, 1], [28, 1], [29, 1]]"
file,"[[8, 1], [20, 1], [54, 1], [58, 1]]"
adjac,"[[104, 1]]"
probabl,"[[84, 1]]"
coder,"[[165, 1]]"
floor,"[[159, 1], [166, 1], [174, 1], [176, 1], [181, 1]]"
sequenti,"[[38, 1], [41, 1], [45, 1], [112, 1], [117, 1], [120, 1], [230, 1]]"
detail,"[[127, 1]]"
5,"[[134, 1], [188, 1], [191, 1], [196, 1]]"
TF,"[[79, 1]]"
repeat,"[[240, 1]]"
longer,"[[78, 1]]"
u,"[[2, 3], [3, 1], [4, 4], [5, 3], [6, 4], [8, 3], [9, 2], [11, 4], [12, 3], [13, 5], [14, 3], [15, 2], [16, 4], [17, 3], [18, 2], [19, 2], [20, 1], [21, 1], [22, 6], [23, 3], [24, 1], [25, 1], [27, 4], [28, 3], [29, 2], [30, 2], [31, 3], [32, 3], [33, 2], [34, 2], [35, 2], [37, 1], [38, 3], [39, 4], [40, 3], [41, 2], [42, 2], [43, 3], [44, 4], [45, 2], [46, 1], [48, 4], [49, 3], [50, 2], [51, 3], [52, 2], [53, 2], [54, 2], [55, 3], [56, 2], [57, 2], [58, 3], [59, 2], [60, 2], [61, 3], [62, 4], [63, 2], [64, 1], [65, 3], [66, 1], [67, 2], [68, 2], [69, 3], [70, 2], [71, 4], [72, 3], [73, 2], [74, 1], [75, 4], [76, 2], [77, 3], [78, 3], [79, 2], [80, 2], [81, 2], [82, 3], [83, 1], [84, 4], [85, 3], [86, 1], [87, 3], [88, 4], [89, 2], [90, 2], [91, 3], [92, 2], [93, 2], [94, 2], [95, 3], [96, 1], [97, 2], [98, 2], [100, 2], [101, 2], [102, 4], [103, 1], [104, 3], [105, 1], [106, 1], [107, 3], [108, 3], [109, 3], [110, 2], [111, 3], [112, 4], [113, 4], [114, 2], [115, 3], [117, 4], [118, 1], [119, 2], [120, 2], [121, 3], [122, 4], [123, 4], [124, 4], [125, 2], [126, 2], [128, 4], [129, 4], [130, 4], [131, 1], [132, 2], [133, 3], [134, 3], [135, 4], [136, 3], [137, 2], [138, 2], [139, 4], [140, 3], [141, 2], [142, 4], [143, 1], [144, 4], [145, 2], [146, 3], [147, 3], [148, 3], [149, 2], [150, 1], [151, 2], [152, 3], [153, 2], [154, 2], [155, 2], [156, 1], [157, 2], [159, 1], [160, 3], [161, 2], [162, 2], [163, 2], [164, 2], [165, 3], [166, 2], [167, 3], [169, 2], [170, 2], [172, 1], [173, 1], [174, 3], [175, 1], [176, 2], [177, 3], [178, 2], [179, 1], [180, 3], [181, 1], [182, 3], [183, 1], [184, 2], [186, 2], [188, 3], [189, 1], [190, 1], [191, 4], [194, 2], [196, 1], [197, 1], [198, 2], [199, 1], [200, 1], [201, 1], [202, 1], [204, 3], [205, 1], [206, 2], [207, 2], [208, 3], [209, 1], [210, 1], [211, 2], [212, 2], [213, 3], [214, 3], [216, 3], [217, 2], [218, 5], [219, 4], [220, 1], [221, 2], [223, 2], [224, 3], [225, 2], [227, 4], [228, 5], [229, 3], [230, 3], [231, 2], [232, 1], [233, 1], [234, 2], [235, 3], [236, 3], [237, 1], [238, 3], [239, 2], [240, 2], [241, 4], [242, 1]]"
At,"[[46, 1]]"
time,"[[49, 1], [194, 1], [241, 1]]"
